Sentence;Schema;Schema Slot;Slot Value;Pattern;Lexical Trigger;Target LM;Target CM;Source LM;Source CM;Sentence ID;Sentence DE;QUALY;Source LM DE
And how can a few guns compete against tanks, artillery, air strikes, guided missiles etc.. ? You sound like a far right-wing nut job arguing this line.;03 Conflict;Side;guns;;compete;guns;Guns;compete;Competition;3123917;Und wie können ein paar Geschütze gegen Panzer, Artillerie, Luftangriffe, Lenkflugkörper etc. bestehen? Sie klingen wie ein rechtsextremer Spinner, wenn Sie diese Linie argumentieren.;medium;0
In a world where poverty competes with corruption for tax-payer and gambler (lotto's) money there are innocent victims caught in the cross-fire.;03 Conflict;Side;poverty;;competes;poverty;Poverty;competes;Competition;3124764;In einer Welt, in der Armut mit Korruption um das Geld der Steuerzahler und Glücksspieler (Lotto) konkurriert, geraten unschuldige Opfer ins Kreuzfeuer.;high;konkurriert
I oppose gun control for other reasons, but as far as I am concerned, the Bill of Rights started dying three decades ago and was finally put out of its misery by the GOP 1 decade ago.;03 Conflict;Side;gun control;;oppose;gun control;Control of Guns;oppose;Competition;2180626;Ich lehne die Waffenkontrolle aus anderen Gründen ab, aber was mich betrifft, begann die Bill of Rights vor drei Jahrzehnten zu sterben und wurde schließlich vor einem Jahrzehnt von der GOP aus ihrem Elend befreit.;high;lehne
"Throughout NYC our gun control team works diligently to stop the rise of violence; but realizes that this is a Public Health Crisis that must be addressed like any other disease that impacts our country.";03 Conflict;Side;gun control;[side] team;team;gun control;Control of Guns;team;Competition;2377497;In ganz NYC arbeitet unser Waffenkontrollteam fleißig daran, den Anstieg der Gewalt zu stoppen. erkennt jedoch, dass dies eine Krise der öffentlichen Gesundheit ist, die wie jede andere Krankheit, die unser Land betrifft, angegangen werden muss.;high;Waffenkontrollteam
Special-election candidates vie for District 2 seat;03 Conflict;Side;Special-election candidates;;vie;Special-election candidates;Elections;vie;Competition;3124279;Kandidaten für Sonderwahlen kämpfen um den Sitz in Distrikt 2;high;kämpfen
But the guns are winning.;03 Conflict;Side;guns;;winning;guns;Guns;winning;Competition;3123915;Aber die Waffen gewinnen.;high;gewinnen
Its a game where only the bureaucracy wins.;03 Conflict;Side;bureaucracy;;wins;bureaucracy;Bureaucracy;wins;Competition;3119618;Es ist ein Spiel, bei dem nur die Bürokratie gewinnt.;high;gewinnt
The narrative in the media seems to be that gun control actually won the midterms.;03 Conflict;Side;gun control;;won;gun control;Control of Guns;won;Competition;3692580;Die Erzählung in den Medien scheint zu sein, dass die Waffenkontrolle tatsächlich die Midterms gewonnen hat.;high;gewonnen
No D.L.P. candidate ever won a seat in the House of Representatives, but the cleavage in Labor's ranks was an important factor in Menzies' subsequent election successes.;03 Conflict;Side;candidate;;won;candidate;Elections;won;Competition;562198;Kein DLP-Kandidat hat jemals einen Sitz im Repräsentantenhaus gewonnen, aber die Spaltung in den Reihen der Labour Party war ein wichtiger Faktor für Menzies spätere Wahlerfolge.;high;gewonnen
Thirdly, Hyden's proposal to limit direct government-to-government aid to infrastructure while requiring central governments to compete with local governments and grassroots organizations for development aid will, whether he intends it or not, have the effect of cutting, perhaps by as much as half, the already inadequate aid that African states now receive relative to their needs.;03 Conflict;Side;governments;;compete;governments;Government;compete;Competition/Game;2664890;Drittens wird Hydens Vorschlag, die direkte Hilfe von Regierung zu Regierung auf die Infrastruktur zu beschränken und gleichzeitig von den Zentralregierungen zu verlangen, mit lokalen Regierungen und Basisorganisationen um Entwicklungshilfe zu konkurrieren, ob er es beabsichtigt oder nicht, eine Kürzung bewirken, vielleicht um so viel wie die Hälfte die bereits unzureichende Hilfe, die afrikanische Staaten jetzt im Verhältnis zu ihren Bedürfnissen erhalten.;medium;konkurrieren
The contradictions of Kenya -- where multiparty democracy competes with feudal tribalism -- could be said to be precisely those you would expect in a country racing at breakneck speed towards modernity.;03 Conflict;Side;Democracy;;competes;democracy;Democracy;competes;Competition/Game;760940;Die Widersprüche Kenias – wo Mehrparteiendemokratie mit feudalem Tribalismus konkurriert – könnten genau die sein, die man in einem Land erwarten würde, das mit halsbrecherischer Geschwindigkeit auf die Moderne zurast.;high;konkurriert
Democracy competes not against them, but against this consensual authoritarianism.;03 Conflict;Side;Democracy;;competes;Democracy;Democracy;competes;Competition/Game;2007191;Die Demokratie konkurriert nicht gegen sie, sondern gegen diesen konsensualen Autoritarismus.;high;konkurriert
In overcoming the greater opponent of poverty, the Putnam City West Patriots are now able to better focus on their less fearsome opponent on Friday nights.;03 Conflict;Side;poverty;;opponent;poverty;Poverty;opponent;Competition/Game;3120979;Durch die Überwindung des größeren Gegners der Armut können sich die Putnam City West Patriots nun am Freitagabend besser auf ihren weniger furchterregenden Gegner konzentrieren.;high;Gegners
"You know what that says to me...it says to me that the ""gun control team"" isn't really doing what they say they are doing.";03 Conflict;Side;gun control;;team;gun control;Control of Guns;team;Competition/Game;2153548;"Sie wissen, was mir das sagt ... es sagt mir, dass das ""Waffenkontrollteam"" nicht wirklich das tut, was es sagt.";high;Waffenkontrollteam
Don't let democracy win!;03 Conflict;Side;democracy;;win;democracy;Democracy;win;Competition/Game;155634;Lassen Sie die Demokratie nicht gewinnen!;high;gewinnen
"But no, the gun lobby did not ""win.""";03 Conflict;Side;gun lobby;;win;gun lobby;Guns;win;Competition/Game;2727457;Aber nein, die Waffenlobby hat nicht „gewonnen“.;high;gewonnen
for the first question yes why would my country do anything against me? like even the arabs both muslim and christians(not the palestinians in the west bank and gaza) never protested to own guns or said they dont feel safe here.. and also i read here that people hold guns to go against the country in time of need now you think that a bunch of 30-40 years old men with 1920's-2000's guns can win a tank or an air plane? or an air craft carier?;03 Conflict;Side;guns;;win;guns;Guns;win;Competition/Game/War;2668570;Zur ersten Frage: Ja, warum sollte mein Land etwas gegen mich unternehmen? Sogar die Araber, sowohl Muslime als auch Christen (nicht die Palästinenser im Westjordanland und im Gazastreifen), haben nie gegen Waffenbesitz protestiert oder gesagt, dass sie sich hier nicht sicher fühlen Müssen Sie jetzt denken, dass ein Haufen 30-40-jähriger Männer mit Waffen aus den 1920er-2000er Jahren einen Panzer oder ein Flugzeug gewinnen kann? oder ein Flugzeugträger?;low;gewinnen
I oppose machine-gun bans, 'assault-weapon' bans, mag limits, background checks, perches/own/carry permits of any kind, 90% of all gun-free zones (to include private businesses open to the public), registration...etc.;03 Conflict;Side;machine-gun bans;;oppose;machine-gun bans;Control of Guns;oppose;Competition/Struggle;2732189;Ich lehne Maschinengewehrverbote, Angriffswaffenverbote, Magazinbeschränkungen, Hintergrundüberprüfungen, Sitzstangen-/Eigen-/Tragegenehmigungen jeglicher Art, 90 % aller waffenfreien Zonen (einschließlich öffentlich zugänglicher privater Unternehmen) und Registrierung ab ...etc.;high;lehne
My point was that most gun-haters are ignorant to the point that they would oppose an imaginary gun.;03 Conflict;Side;gun;;oppose;gun;Guns;oppose;Competition/Struggle;2672603;Mein Punkt war, dass die meisten Waffenhasser so ignorant sind, dass sie sich einer imaginären Waffe widersetzen würden.;high;widersetzen
Mr. Bloomberg said last week that he would work to defeat Republicans and Democrats alike who opposed gun control.;03 Conflict;Side;gun control;;opposed;gun control;Control of Guns;opposed;Competition/Struggle;2161855;Herr Bloomberg sagte letzte Woche, dass er daran arbeiten werde, Republikaner und Demokraten gleichermaßen zu besiegen, die sich der Waffenkontrolle widersetzten.;high;widersetzten
I think we might have found the reason Paralogic opposes gun ownership!;03 Conflict;Side;gun ownership;;opposes;gun ownership;Guns;opposes;Competition/Struggle;2913414;Ich denke, wir haben vielleicht den Grund gefunden, warum Paralogic den Waffenbesitz ablehnt!;high;ablehnt
Opposing gun control doesn't mean I can't loathe gun culture.;03 Conflict;Side;gun control;;opposing;gun control;Control of Guns;Opposing;Competition/Struggle;2131642;Sich der Waffenkontrolle zu widersetzen, bedeutet nicht, dass ich die Waffenkultur nicht verabscheuen kann.;high;widersetzen
Your silly denials are just that Obama has put people on the Supreme Court who have stated that individual citizens have no Second Amendment rights He has supported banning guns based on their features or looks He has supported complete gun registration and WHAT IS THE DOWNSIDE FOR pro rights advocates opposing any gun law your polished turd wants to pass?;03 Conflict;Side;gun law;;opposing;gun law;Control of Guns;opposing;Competition/Struggle;2884115;Ihre dummen Leugnungen sind nur, dass Obama Leute vor den Obersten Gerichtshof gestellt hat, die erklärt haben, dass einzelne Bürger keine Rechte des Zweiten Verfassungszusatzes haben. Er hat das Verbot von Waffen aufgrund ihrer Merkmale oder ihres Aussehens unterstützt Befürworter, die sich jedem Waffengesetz widersetzen, das Ihr polierter Scheißhaufen verabschieden will?;low;widersetzen
"Apparently, some far left gays figure they can get even by opposing gun rights figuring most or a majority of gun owners are hostile to their ""Gay rights"". many of the most idiotic anti gun arguments I have heard have come from militant gays.";03 Conflict;Side;gun rights;;opposing;gun rights;Gun Rights;opposing;Competition/Struggle;2104808;"Anscheinend glauben einige linksextreme Schwule, dass sie sogar durch die Ablehnung von Waffenrechten erreicht werden können, da sie glauben, dass die meisten oder die Mehrheit der Waffenbesitzer ihren ""Rechten für Homosexuelle"" feindlich gegenüberstehen. Viele der idiotischsten Anti-Waffen-Argumente, die ich gehört habe, stammen von militanten Schwulen.";low;Ablehnung
Gun control will never be defeated until gun control and it supporters are driven out to sea.;03 Conflict;Side;Gun control;[side] * be defeated;will never be defeated;Gun control;Control of Guns;defeated;Competition/Struggle/War;2891471;Die Waffenkontrolle wird niemals besiegt werden, bis die Waffenkontrolle und ihre Unterstützer aufs Meer hinausgetrieben sind.;high;besiegt
Every since then we've had this endless, mindless debate about guns, gun history, the evil NRA, assault weapon use on elementary school children once or twice per century, and many other inane premises used to try and kill gun ownership.;03 Conflict;Side;gun ownership;;kill;gun ownership;Guns;kill;Crime/Physical Harm;2890627;Seitdem haben wir diese endlose, sinnlose Debatte über Waffen, die Waffengeschichte, die böse NRA, den ein- oder zweimal pro Jahrhundert erfolgten Angriffswaffengebrauch auf Grundschulkinder und viele andere alberne Prämissen, mit denen versucht wird, den Waffenbesitz zu töten.;high;töten
Where will the trillions of dollars needed to eradicate extreme poverty by December 12th 2012, come from?;03 Conflict;Side;poverty;;eradicate;poverty;Poverty;eradicate;Disease;2671740;Woher werden die Billionen Dollar kommen, die benötigt werden, um die extreme Armut bis zum 12. Dezember 2012 zu beseitigen?;high;beseitigen
"Shotgun News columnist Jeff Knox wrote, ""The gun rights community should make every effort to see to it that Holder's nomination is withdrawn or rejected.""";03 Conflict;Side;gun rights;;community;gun rights;Gun Rights;community;Family;2218878;"Der Kolumnist von Shotgun News, Jeff Knox, schrieb: ""Die Waffenrechtsgemeinschaft sollte alle Anstrengungen unternehmen, um dafür zu sorgen, dass die Nominierung von Holder zurückgezogen oder abgelehnt wird.""";high;Waffenrechtsgemeinschaft
Legal scholar Waldman examines the political forces behind that change, including the growing influence of the National Rifle Association and how gun rights play into the culture wars.;03 Conflict;Side;gun rights;;play;gun rights;Gun Rights;play;Game;2135691;Der Rechtswissenschaftler Waldman untersucht die politischen Kräfte hinter dieser Veränderung, einschließlich des wachsenden Einflusses der National Rifle Association und wie Waffenrechte in die Kulturkriege hineinspielen.;high;hineinspielen
